Protein,A1,A2,A3,A4,A5,A6,A7,A8,B9,B10,B11,B12,B13,B14,B15,B16
Mrpl39,279285.34375,809854.375,65134.421875,1401096.75,93306.671875,70196.3125,63179.86328125,53589.21875,44977.8125,35027.578125,36068.90234375,44386.5546875,54409.4375,33357.29296875,32735.380859375,40884.81640625
Mrpl4,32482.056640625,72620.2734375,57760.734375,0.0,66224.1953125,53687.36328125,45726.1796875,62304.6015625,43988.3046875,49833.4453125,49635.77734375,55770.45703125,46389.30078125,63103.953125,33870.78125,46436.0
Mrpl45,28700.263671875,0.0,0.0,0.0,0.0,0.0,53315.77734375,30983.9296875,15192.2353515625,26560.306640625,18379.20703125,22609.123046875,26593.357421875,14746.9384765625,17035.296875,17025.337890625
Mrpl46,32907.515625,52017.56640625,0.0,47661.27734375,106457.8203125,0.0,22661.751953125,36090.1640625,31457.65625,34351.5,37748.5390625,41130.29296875,68619.359375,53764.26171875,46718.45703125,52324.171875
Mrpl48,19532.177734375,41672.8984375,28531.005859375,6033.24365234375,44269.28125,39945.69140625,57339.91796875,41657.3671875,40429.41796875,61825.1484375,37400.6171875,70392.4140625,80696.1953125,68233.3046875,64492.98046875,41115.41015625
Mrpl49,4871.55712890625,18844.111328125,66899.6796875,48084.1171875,109417.8671875,55475.7109375,45314.9921875,34748.2578125,45000.2578125,61073.671875,48880.27734375,60755.16015625,72244.6875,72700.859375,45655.25,75810.9765625
Mrpl58,37768.52734375,28139.630859375,13594.873046875,35080.4609375,87477.984375,34699.2109375,29394.494140625,29939.578125,17028.923828125,0.0,19403.84765625,25978.431640625,41176.32421875,39457.09765625,45437.36328125,27206.974609375
Mrpl9,0.0,57176.7578125,26352.05078125,0.0,78432.5546875,47730.953125,51027.4921875,42712.1875,36349.81640625,46014.95703125,47042.3828125,59498.13671875,67415.1875,52166.13671875,39166.29296875,53597.8515625
Mrps10,0.0,44056.6015625,29807.744140625,44944.68359375,0.0,0.0,0.0,0.0,0.0,28988.4140625,4095.95727539062,0.0,22419.083984375,69938.9609375,25259.349609375,36231.05859375
Mrps12,0.0,35903.875,14344.8876953125,0.0,73619.6015625,0.0,73433.4765625,44246.5859375,53313.6796875,75628.8984375,55253.25390625,74475.6796875,86034.9921875,53896.43359375,35993.74609375,67237.90625
Mrps16,159026.328125,228547.828125,158778.65625,324328.625,445558.78125,108123.0625,214807.296875,121770.34375,122204.578125,154657.0625,114647.03125,180663.0625,263788.5625,153472.515625,107040.5546875,160657.03125
Mrps17,65754.5546875,74201.0546875,48866.32421875,0.0,54099.375,33672.50390625,53489.68359375,37961.328125,71096.1328125,54408.3515625,47626.72265625,70844.5546875,100209.4609375,83649.5,83983.46875,101654.9765625
Mrps2,55530.21484375,50562.5546875,69158.671875,0.0,147574.9375,41370.4296875,81554.578125,48377.10546875,43316.42578125,60266.703125,38552.765625,52907.61328125,75823.3515625,52875.56640625,57806.34765625,44169.2109375
Mrps21,0.0,0.0,0.0,14865.861328125,31333.748046875,0.0,27841.51953125,5308.005859375,16392.62109375,53220.3125,32723.7421875,20462.87109375,58225.4609375,11502.255859375,18562.904296875,11076.943359375
Mrps22,58075.66015625,48243.2734375,44493.078125,15947.732421875,289004.0,64830.0078125,51345.4296875,64264.81640625,56461.9140625,66811.6328125,60192.0390625,55885.16015625,84349.40625,68970.5625,55236.69921875,60817.9921875
Mrps23,78131.9140625,74488.7421875,100208.6171875,86374.0703125,148466.296875,78499.171875,110172.390625,83613.0234375,78747.5625,88801.7890625,75088.96875,100249.671875,135330.6875,98446.0078125,87860.7578125,116608.1015625
Mrps24,38113.0546875,171928.265625,58445.0546875,44904.58984375,121348.8046875,42370.67578125,27841.95703125,33729.75390625,27835.05859375,29551.01171875,30712.1171875,35685.23828125,45185.52734375,40742.734375,32384.947265625,37993.5078125
Mrps25,0.0,0.0,32253.78125,0.0,0.0,20084.34765625,37113.38671875,36143.203125,25834.2890625,22846.626953125,18772.76953125,29049.337890625,25222.8203125,0.0,0.0,0.0
Mrps27,46864.15625,132466.75,85886.671875,100768.71875,225659.03125,84754.2421875,109223.2890625,93876.765625,96226.7109375,117851.25,82617.7109375,83079.6484375,112539.2265625,107429.0390625,75594.3359375,110460.2421875
Mrps28,184126.359375,46157.39453125,241354.109375,0.0,191735.8125,130238.09375,162811.078125,180814.640625,170839.671875,226452.40625,142319.421875,189223.515625,310470.4375,243842.390625,231213.296875,217349.125
Mrps30,51673.22265625,35928.17578125,39812.21875,25635.7109375,45872.3671875,120472.2109375,42337.40234375,48005.5625,60185.3359375,31170.25390625,31674.765625,46313.84375,41090.53125,43987.7578125,10312.369140625,31654.4140625
Mrps34,82529.546875,107860.1328125,111763.828125,102218.1640625,253699.015625,94304.1171875,106931.6171875,79955.8671875,78558.8828125,84022.1328125,90663.421875,112928.9140625,129938.1015625,126415.9765625,110385.0390625,109558.625
Mrps35,31830.201171875,22516.33984375,23741.017578125,0.0,37462.61328125,0.0,52588.22265625,49209.90625,31520.853515625,44542.6875,32335.771484375,42221.92578125,64815.56640625,41904.6640625,25140.046875,42630.33203125
Mrps36,0.0,0.0,54160.48828125,95806.9453125,0.0,40300.8359375,71582.4453125,49065.9140625,42506.56640625,70441.1171875,115307.1484375,63654.35546875,137554.5,76227.234375,50525.375,93386.03125
Mrps5,45098.37109375,19638.33203125,32283.90234375,75690.4140625,150357.3125,44151.16015625,52773.859375,47508.26953125,34645.91796875,40171.62890625,30023.095703125,46570.81640625,50840.7109375,44501.58984375,30571.927734375,31598.5390625
Mrps7,19871.595703125,28422.51953125,0.0,0.0,44715.265625,31316.73828125,28823.953125,26760.2578125,50210.0546875,47749.6171875,34760.80078125,20963.341796875,68294.7890625,35071.61328125,71591.5234375,22201.810546875
Mrps9,19876.587890625,16348.380859375,25151.7109375,9058.8046875,37901.18359375,18829.65625,15100.1865234375,14752.7509765625,16828.408203125,21098.984375,22164.423828125,20310.212890625,30595.044921875,27651.283203125,13560.04296875,23743.255859375
Mrrf,0.0,315460.34375,0.0,0.0,0.0,89760.359375,101880.453125,0.0,110472.171875,110405.3359375,106108.6015625,94700.71875,144926.84375,129686.7265625,106533.1328125,129937.703125
Mrtfb,49060.53125,44364.4375,38914.5078125,75622.296875,60692.93359375,58358.58203125,76851.8125,49812.0234375,42928.81640625,48189.6796875,43845.24609375,36546.1875,47254.44921875,38665.92578125,23810.0390625,33010.48828125
Msh2,96387.640625,147988.40625,131971.296875,141705.0,99081.21875,130360.9765625,101147.375,105074.2421875,100402.15625,99677.40625,107429.46875,83199.5703125,122621.0390625,91602.2734375,103799.28125,97761.734375
Msh6,119791.71875,65276.9296875,104238.0234375,131690.875,115201.125,87264.34375,88782.7890625,89827.734375,87087.2265625,82502.34375,87000.0703125,69821.484375,94325.9453125,72851.4296875,78660.6484375,53127.09765625
Msi2,106286.6640625,98277.3046875,105963.328125,810000.5,366990.71875,110800.1796875,84553.84375,143232.109375,125693.53125,167632.78125,137246.625,124702.5,146453.453125,231860.421875,172658.4375,196572.5625
Msmo1,48001.82421875,110946.6328125,63409.62109375,76784.1875,131426.953125,71287.3828125,65957.171875,96357.03125,114392.0234375,117720.046875,57191.94921875,84062.234375,118536.3984375,79049.296875,76378.78125,105012.4453125
Msn,1923753.625,1701021.375,1988692.875,2772488.5,1478649.125,1681863.5,1554854.875,1772335.625,1633820.625,1644835.0,1688807.875,1769547.0,2129282.75,1881254.625,1629405.375,1603092.375
Msra,763063.375,722653.875,788474.0625,783520.0,1100873.0,745820.875,628587.4375,736643.75,670541.0625,733051.875,788479.0,683234.9375,745203.75,688487.0625,713061.125,749236.125
Msrb2,310134.125,373167.65625,427106.78125,440459.6875,480210.9375,285331.15625,262313.59375,326159.15625,303689.40625,361826.28125,486900.0,359403.5,527464.4375,423437.1875,408442.0,476735.9375
Msrb3,40225.21875,127003.7578125,23233.533203125,50743.92578125,29152.291015625,52740.10546875,11945.9150390625,25336.55078125,44137.91796875,23541.4765625,37751.35546875,36026.5,13739.7392578125,19994.890625,17363.16796875,20753.86328125
Msto1,74522.8515625,73271.8984375,66058.7734375,539566.5625,385813.75,116396.28125,42741.98828125,49466.6875,50830.640625,35417.30078125,37916.7890625,36825.23828125,31095.669921875,18322.44140625,23094.96875,24249.78515625
Mta1,69692.421875,87222.953125,89027.8046875,88630.8828125,90926.6640625,103182.2421875,73246.3828125,73866.53125,62011.6171875,61180.8046875,75691.59375,65029.984375,60611.80078125,57843.015625,32731.337890625,52822.75
Mta2,324794.0,337082.8125,388815.125,464875.46875,265258.53125,394564.03125,311655.3125,311295.03125,297907.15625,302511.65625,314044.875,320809.46875,311364.625,307202.875,282012.40625,309512.875
Mta3,190602.3125,326419.9375,231664.8125,187322.046875,177821.453125,223412.109375,160487.171875,204384.953125,161062.15625,140702.609375,154916.03125,185280.265625,199434.5625,148708.15625,156897.25,159483.59375
Mtap,1014768.5,796965.125,844406.25,1076342.125,859487.125,754490.625,704909.125,615919.875,590294.8125,806219.1875,729312.75,637927.9375,638774.25,598399.0625,698440.5625,586229.5625
Mtarc2,57818.125,165592.390625,90262.8046875,144242.265625,709956.375,62333.00390625,170830.828125,86559.1875,79520.0,104970.7109375,63509.5078125,228784.875,89637.21875,115481.875,49191.25390625,62895.671875
Mtch1,56198.83984375,168464.5625,84921.0234375,170516.328125,306587.03125,55039.2109375,134321.796875,71813.4296875,73168.1015625,84574.828125,62262.8515625,207342.234375,92907.8671875,124613.765625,41374.8359375,57296.91015625
Mtch2,36990.6640625,110951.3984375,69657.4765625,70369.75,290776.0,36456.79296875,102592.390625,51741.39453125,67817.3046875,80840.25,33770.6171875,185231.46875,70148.6953125,86614.7890625,59775.3671875,43559.6875
Mtcl1,46593.6171875,29329.419921875,37621.57421875,59957.60546875,35441.046875,40975.453125,26936.544921875,25114.6953125,26262.55859375,16151.115234375,26261.8046875,15519.794921875,22773.41015625,24551.43359375,20122.376953125,16827.18359375
Mtco1,0.0,76170.8359375,152036.890625,0.0,78173.671875,46990.796875,134153.15625,95994.0703125,153779.703125,212937.09375,88010.4453125,453641.59375,204074.5625,252986.796875,91095.9375,142980.203125
Mtco2,270585.5,610087.625,698205.1875,270026.9375,1400872.875,284183.0625,927434.875,445222.1875,687037.8125,1023322.1875,672266.4375,2011946.375,930406.0625,1377605.75,549646.8125,729506.1875
Mtdh,456518.9375,518616.75,377824.03125,813576.5,1084336.0,366392.28125,618008.9375,586580.75,524710.375,477304.0625,409636.40625,497649.09375,658127.25,513784.75,450083.15625,480834.625
Mtfmt,68032.2890625,84332.3515625,48816.5390625,123491.71875,330767.25,58818.90234375,75341.390625,62626.9296875,51344.84765625,60280.50390625,57450.28515625,58851.82421875,55956.74609375,78074.6171875,86069.34375,66029.4765625
Mtfr1l,240529.0625,282852.84375,216022.1875,181122.03125,202038.875,131728.71875,120257.0546875,114479.6328125,87994.3828125,112881.4140625,90906.5078125,108175.828125,83426.125,113528.265625,102354.6640625,97314.703125
Mtg1,64146.59765625,526650.1875,69964.765625,89210.6640625,94882.59375,54167.2890625,40998.63671875,42088.88671875,41703.12109375,64731.75390625,48256.6328125,50520.98046875,47886.4453125,44757.84765625,53267.25,64099.57421875
Mthfd1,6897728.5,6146590.0,6968625.5,7675910.5,3553307.25,6607878.0,5377651.0,6249132.5,4410643.0,4161483.25,5126785.5,4489678.0,3336480.5,3870645.0,4007163.0,4274576.0
Mthfd1l,188445.125,212319.53125,128007.5546875,167037.40625,240826.421875,162224.765625,188070.421875,178982.171875,229732.75,250026.34375,220533.578125,231392.0,345637.40625,258717.609375,261700.421875,265215.1875
Mthfd2l,30402.64453125,104651.7578125,21716.099609375,79512.8515625,160258.75,83781.515625,66543.1171875,44796.37890625,39599.71875,36857.71875,22027.552734375,31841.57421875,33184.66015625,41263.8359375,36313.5703125,45392.79296875
Mthfr,11839.7919921875,16093.7939453125,8760.9306640625,0.0,0.0,10780.9228515625,3389.08056640625,6522.0029296875,18643.310546875,17920.826171875,15618.416015625,6914.71533203125,20633.580078125,22898.1015625,19747.521484375,13385.4990234375
Mthfs,242359.828125,228795.921875,213420.375,162240.90625,293199.0,271796.3125,221693.5,233336.859375,171347.03125,205625.515625,200652.0,167501.40625,207517.203125,183594.9375,211747.46875,223990.328125
Mtif2,36203.62109375,82017.359375,53001.84375,44476.6796875,62132.52734375,73816.53125,54445.921875,49732.55859375,53792.31640625,59616.9375,53560.4609375,71571.5390625,83204.9296875,72530.578125,64651.90625,50753.8046875
Mtm1,85343.7421875,77764.453125,76049.90625,112640.640625,57808.30078125,55552.53515625,60657.171875,66404.484375,55166.796875,78777.84375,66336.3515625,63163.78125,68234.4609375,74117.09375,79260.890625,70993.84375
Mtmr1,55228.609375,46129.16796875,28595.69921875,161073.03125,47553.59375,46911.796875,32448.201171875,39728.828125,44770.25390625,45658.79296875,33215.19921875,36071.40234375,35090.6484375,46777.47265625,39282.96484375,37977.21875
Mtmr10,69776.90625,45769.80078125,57081.7890625,105807.4140625,28740.86328125,43486.94140625,32308.712890625,36197.484375,34119.92578125,35406.88671875,38640.62890625,34916.76953125,27932.96484375,38720.125,32685.333984375,30599.724609375
Mtmr12,81954.9296875,60773.7890625,81984.484375,96122.359375,88221.296875,62306.76953125,58503.6875,55429.79296875,60117.70703125,67437.6484375,62913.6953125,69298.71875,67008.8515625,55604.55859375,74022.28125,63804.59375
Mtmr14,120694.03125,44106.390625,75548.5,0.0,1145.23693847656,38324.60546875,32891.2109375,53545.03125,38123.078125,47290.69921875,48081.65234375,38368.87109375,36022.36328125,33620.43359375,40207.84375,40341.5625
Mtmr2,82898.6796875,56371.4609375,60597.37890625,21621.451171875,35844.0859375,37662.85546875,34857.5859375,22440.904296875,21344.0859375,47964.4609375,37446.4140625,26135.568359375,42807.4140625,38695.19921875,33094.7265625,34821.265625
Mtmr3,142984.21875,175284.421875,155413.421875,252085.296875,179553.46875,134386.109375,106974.265625,128071.3671875,117341.296875,117775.6484375,127590.84375,112656.640625,93819.2109375,92801.515625,80734.5078125,100063.609375
Mtmr6,41531.35546875,27124.298828125,39573.53125,57200.12890625,35739.64453125,26146.953125,24933.337890625,33137.921875,26988.4765625,36581.1796875,34371.51953125,27855.763671875,35301.54296875,31378.541015625,35141.35546875,29358.185546875
Mtmr7,24654.478515625,0.0,24683.87890625,53555.32421875,58065.42578125,39500.75390625,26283.244140625,25952.662109375,28757.671875,31664.392578125,31245.552734375,27390.818359375,30734.9765625,37528.8046875,33933.0234375,33643.7578125
Mtmr9,105537.6953125,64578.65625,91446.578125,108680.0,25821.890625,61999.72265625,56724.65234375,68884.3125,71238.8984375,73100.7421875,67579.7265625,65962.984375,66992.1640625,66356.40625,78806.0546875,67986.53125
Mtnd1,6612.71533203125,42590.11328125,20292.41015625,0.0,27073.99609375,17185.796875,18569.515625,26319.052734375,27344.095703125,49363.07421875,21255.265625,84649.453125,41898.61328125,33338.1875,15540.3388671875,22502.171875
Mtor,305148.90625,311382.6875,291623.78125,242697.15625,185340.71875,262011.984375,262952.71875,264547.53125,263834.1875,270350.21875,286139.375,271890.0625,231155.796875,274267.0,258181.34375,259937.96875
Mtpap,170849.265625,185528.671875,161415.625,329986.90625,324149.28125,192247.171875,216915.375,228101.9375,206669.328125,235151.578125,203301.96875,213088.28125,280489.3125,208813.765625,209251.71875,222806.046875
Mtpn,535742.9375,567488.9375,680647.4375,1073347.625,901437.5625,692136.1875,748152.6875,627843.75,598134.5,520230.6875,677241.25,546930.3125,548198.3125,672667.0625,463176.3125,651258.5625
Mtr,165166.625,109738.84375,130872.8359375,182412.390625,91382.0625,105991.5859375,86764.484375,108605.6640625,85005.9765625,78015.3046875,77466.3515625,82353.9765625,86568.6953125,99359.84375,78459.484375,80469.8203125
Mtres1,22787.73828125,9812.6201171875,29206.392578125,0.0,81669.546875,40085.32421875,10542.1025390625,15757.673828125,13485.8603515625,48921.83984375,49737.078125,40982.6875,67452.7109375,65148.375,72004.15625,57094.2890625
Mtrex,827544.0625,643972.375,794123.0,1111601.375,730994.4375,659048.3125,759583.5625,776834.6875,689328.3125,801119.8125,785978.5,715718.9375,901579.375,706970.9375,834628.0,803194.8125
Mtrf1l,7810.21484375,34368.66015625,8602.70703125,8965.3798828125,12359.2744140625,24656.119140625,11698.720703125,15918.4482421875,12459.9716796875,15062.7333984375,13139.3388671875,2832.7685546875,12476.951171875,5408.99853515625,9687.771484375,12714.546875
Mtss1,76637.921875,199457.953125,110726.4609375,61825.0546875,0.0,103079.9609375,32592.875,53880.60546875,35107.953125,42319.2421875,43153.41015625,38057.94921875,24976.2734375,38511.00390625,41964.86328125,30911.095703125
Mttp,115425.8125,171710.75,131377.28125,126317.78125,180479.734375,90744.9765625,103099.1953125,108676.6875,102591.7109375,121941.0859375,110066.7890625,89111.0234375,117969.453125,109314.4375,90680.9375,119748.65625
Mtx1,115434.0078125,207146.15625,289982.1875,398706.71875,787909.1875,88939.546875,259252.734375,166534.046875,180827.046875,134881.125,116379.2109375,242754.71875,241803.46875,251458.3125,174956.765625,165211.515625
Mtx2,0.0,59356.46875,25799.4140625,0.0,155837.265625,0.0,61824.14453125,24160.65625,33331.265625,42240.9453125,27968.95703125,137459.390625,34871.23046875,47361.296875,23998.625,34544.87890625
Muc1,59441.6875,72217.1484375,42119.55859375,74738.9140625,84122.25,45667.1484375,88896.1484375,57586.5078125,48538.5390625,77767.5859375,44899.89453125,95080.46875,61486.98046875,67249.9140625,40397.0859375,51036.03125
Muc4,0.0,0.0,97288.9921875,95882.3203125,157795.0,53753.1875,43074.109375,31169.875,82018.0390625,63899.40234375,41773.125,65057.2578125,80925.9609375,64748.4296875,57484.64453125,69362.625
Mug1,727072.3125,325020.3125,151589.125,143395.203125,441644.71875,165349.46875,380510.28125,589709.625,318425.8125,265252.5,196053.171875,157249.0,507134.59375,316238.125,667378.375,537536.0625
Mvb12b,0.0,0.0,29536.1328125,0.0,0.0,0.0,0.0,2147.78662109375,45553.19140625,0.0,9630.458984375,0.0,2811.82836914062,8743.0595703125,4499.5732421875,4413.400390625
Mvd,101828.7890625,124799.2734375,73451.1484375,121931.34375,0.0,60554.4765625,28796.98046875,55668.69921875,66926.7109375,45120.0546875,58082.25390625,66266.2734375,34393.9453125,42215.73828125,31826.634765625,38291.86328125
Mvk,395849.40625,542834.5,473981.375,504431.46875,241903.8125,544506.8125,349757.21875,421322.0625,306694.0625,307893.84375,310058.1875,337360.15625,200621.859375,287295.09375,262974.84375,308446.4375
Mvp,1594069.625,1346070.0,1057367.875,1615034.625,1139343.375,1164654.875,1171583.25,1119574.125,1743826.25,1808385.875,1738218.375,1702612.125,1599890.75,1789671.25,1536766.0,1571523.625
Mybbp1a,285250.25,322513.40625,292743.4375,446729.1875,355199.71875,257288.515625,307553.78125,290462.5,305413.46875,319579.15625,346846.75,336628.46875,360583.78125,345224.875,281411.40625,291196.71875
Mycbp,162079.09375,242413.171875,246831.546875,174862.71875,116728.4140625,103871.828125,49212.8203125,73177.3203125,84709.7890625,140814.421875,171675.5,89110.8984375,131863.015625,116906.6953125,123267.484375,152843.359375
Mycbp2,20665.349609375,33813.8359375,17517.78125,28663.919921875,18158.962890625,19691.947265625,9048.888671875,13162.4951171875,13198.974609375,11288.4228515625,12879.458984375,8915.1533203125,10378.9912109375,11987.521484375,8232.51171875,11619.4951171875
Mycbpap,140343.296875,197279.46875,109072.1796875,176693.4375,162072.015625,99552.0,136000.21875,109514.1953125,101522.375,134013.734375,107723.359375,160314.65625,160729.96875,123701.4453125,141221.578125,123228.6328125
Myd88,93824.25,119100.9296875,98813.015625,140785.0625,189160.625,68020.9296875,78466.921875,70348.078125,72810.203125,76918.3515625,58564.25390625,74827.0390625,61183.109375,66884.5078125,76381.3515625,76759.0625
Mydgf,1035840.125,833103.3125,683470.0625,503806.625,825904.0,932633.75,658187.625,745041.5625,839492.3125,896154.5,975708.25,913044.1875,1138704.5,1000051.0625,720389.25,1198361.25
Myef2,440785.59375,393168.125,454501.59375,615659.375,365501.5625,371293.1875,299585.78125,369946.65625,286603.53125,312566.53125,340987.25,298330.8125,292061.875,297803.875,307878.59375,309154.53125
Myg1,1922578.125,2181022.0,2011345.0,4157462.25,3157610.5,2250419.25,2654100.75,2389231.5,2241700.75,2493477.25,2215212.5,2247966.25,2584378.25,2277267.25,2614875.5,2623012.75
Myh1,237908.703125,6871175.5,254244.015625,626166.4375,118946.8203125,1381679.25,514274.71875,139465.953125,162092.0625,1306606.0,461910.375,2792973.25,85394.4921875,89364.140625,1021311.6875,103655.484375
Myh10,1480747.125,1513289.75,1308569.0,343874.8125,742588.0,913399.1875,667751.125,765842.375,978732.9375,1137288.5,800521.5,1248671.5,1199514.625,1219879.25,701021.5,660016.5
Myh11,1041816.0,1120091.375,743323.125,752603.3125,776277.9375,590453.125,575924.3125,577606.9375,749079.5,919501.9375,582819.5625,934821.9375,992731.375,796667.75,528957.4375,447513.375
Myh14,740292.4375,1325947.0,708218.8125,998009.0625,1346710.375,678046.5625,699642.25,659059.5625,699684.8125,892933.0,546087.25,1265268.75,717557.25,843183.375,602603.9375,558294.8125
Myh4,0.0,520611.1875,0.0,14992.685546875,821266.75,48435.59765625,77506.265625,0.0,0.0,175121.265625,51049.05078125,117852.3359375,8121.748046875,18069.3671875,84741.46875,0.0
Myh6,83750.8671875,329876.65625,275402.71875,342146.90625,100901.71875,72556.6953125,55043.10546875,55245.078125,157409.859375,311038.5625,125557.796875,159155.953125,22158.41015625,20823.337890625,230268.640625,63263.71484375
Myh7,24894.662109375,41528.140625,7603.6875,32473.673828125,0.0,13835.0361328125,13470.189453125,0.0,7439.44140625,79473.6953125,34719.73828125,12528.6552734375,0.0,3393.65380859375,106327.1328125,2835.9501953125
Myh8,140082.6875,5445148.0,153260.578125,680163.0,130929.7890625,1113853.75,423570.3125,101008.8828125,132109.75,412435.78125,169957.703125,1828680.5,33331.01953125,56209.375,238942.515625,79696.296875
Myh9,2563157.0,3245098.5,1971109.75,2368392.0,2080463.875,1835894.625,1594378.375,1551085.625,2059208.25,2457653.25,1708875.875,2447496.0,2899483.5,2790420.0,1491075.75,1302014.75
Myl1,0.0,736604.8125,15144.11328125,124506.5078125,0.0,96458.2890625,32024.837890625,0.0,60752.09765625,351397.0,109318.421875,232740.65625,0.0,0.0,272567.8125,34983.796875
Myl11,31761.060546875,317615.0625,19295.51171875,37936.99609375,0.0,157385.703125,80580.1484375,28526.91796875,11627.7724609375,121073.59375,31816.552734375,309306.34375,40649.30078125,65978.1484375,96291.4375,0.0
Myl12b,700737.75,693888.8125,794675.8125,726699.0625,532569.9375,421823.90625,224813.09375,340589.90625,636794.625,975398.875,746840.375,829468.625,1049981.875,1096563.5,757613.875,652606.75
Myl2;Myl10,0.0,269124.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66406.0390625,11653.267578125,0.0,0.0,0.0,218309.265625,0.0
Myl3,19565.02734375,324980.375,66894.0859375,805554.125,12972.4541015625,455256.28125,125757.9921875,9609.646484375,9688.140625,58140.7578125,27869.66015625,555303.4375,0.0,33703.4296875,67902.8828125,8693.7373046875
Myl6,2161964.75,1729481.375,2505600.0,1742999.5,1786289.125,2421339.75,2375368.5,1935624.25,2062711.25,2651062.75,2912696.5,2410939.25,2766361.5,2580215.75,2308069.0,2411726.75
Mylk,348663.375,253619.484375,327535.1875,348692.6875,131042.546875,303743.90625,201661.0,247158.28125,207237.09375,180404.078125,225038.515625,219178.296875,138974.59375,164732.421875,145112.109375,186505.140625
Myo16,0.0,0.0,8761.64453125,0.0,0.0,5891.62939453125,0.0,0.0,6964.22216796875,10457.33203125,14364.779296875,7349.2666015625,6798.51171875,7121.0458984375,11017.4072265625,6478.75
Myo18a,285493.28125,312990.71875,319181.34375,387148.1875,345811.0625,307950.96875,272805.53125,281276.5,449563.59375,413192.5625,466438.4375,454271.9375,344311.9375,417673.6875,361283.9375,378414.25
Myo1b,186919.5,229746.8125,203758.390625,249376.65625,241133.671875,151898.375,172089.09375,174201.609375,175010.1875,210855.03125,160681.328125,241145.296875,194338.296875,220636.4375,177108.78125,158067.5
Myo1c,160158.09375,195776.34375,174613.734375,136033.390625,112612.5390625,97806.5390625,95367.7890625,99210.6640625,119912.5,109139.625,109676.3828125,151645.84375,111615.9609375,134326.34375,119528.609375,114723.296875
Myo1d,255891.796875,238783.65625,236628.8125,228107.53125,237294.328125,211836.65625,205256.078125,206294.8125,167312.8125,208218.515625,185666.71875,256549.703125,171075.8125,228519.015625,200539.828125,191532.46875
Myo1e,95893.765625,105008.25,126711.6015625,145437.890625,28585.59765625,77118.5234375,54467.9453125,69791.5625,43657.1796875,48674.4140625,55670.96484375,61790.78515625,57412.359375,76668.7734375,57983.84765625,44418.40625
Myo1g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19397.62890625,20638.392578125,0.0,0.0
Myo5a,130221.1015625,251788.265625,133575.46875,365299.6875,189432.6875,132456.359375,115909.1953125,90999.140625,90077.9921875,107301.546875,91596.9765625,108839.515625,104458.953125,132547.59375,81296.4140625,83113.5078125
Myo5b,1475135.25,1684097.25,1499713.5,900101.0,1404006.5,1454499.875,1219277.25,1306266.375,1128659.125,1299964.25,1194147.75,1543848.625,1113515.125,1489984.625,1176716.625,964644.6875
Myo6,40874.37890625,55366.90234375,51409.7421875,27227.869140625,82604.0546875,46897.05078125,44317.95703125,47465.66015625,44407.95703125,49712.7109375,37206.49609375,56630.96875,43137.64453125,53043.57421875,49991.5703125,39810.8828125
Myo9a,21495.220703125,17338.658203125,10055.3505859375,0.0,0.0,20774.4140625,0.0,30008.07421875,16396.86328125,24516.814453125,11663.9033203125,11636.38671875,20818.576171875,7323.12548828125,10693.158203125,9563.978515625
Myo9b,42815.953125,77240.2578125,0.0,19637.486328125,58956.5546875,29415.611328125,42752.484375,30447.689453125,35194.93359375,30873.16015625,47988.828125,28802.91015625,54543.8046875,40421.31640625,34066.5390625,30732.513671875
Myof,475555.0625,601439.1875,474085.53125,937138.1875,1252785.5,381672.75,849317.5625,559508.0625,433677.09375,477433.53125,347907.96875,564143.6875,816995.875,809564.75,406823.0,538303.0
Myom3,0.0,97997.640625,0.0,0.0,0.0,3876.41650390625,0.0,0.0,0.0,9913.6123046875,0.0,11728.419921875,0.0,0.0,0.0,0.0
Naa10,159461.984375,231831.0625,134999.625,118160.2421875,85128.21875,64915.84765625,95013.1328125,82886.65625,115617.40625,150720.8125,137500.65625,106068.921875,167699.234375,112664.8046875,119145.5,138419.234375
Naa15,392597.8125,344234.71875,407718.0625,292624.0625,322946.34375,384636.09375,389647.40625,401717.6875,418045.5,375248.375,379967.625,380347.375,384823.875,355053.125,419592.3125,383393.84375
Naa16,155466.5625,137681.5,145276.71875,171775.765625,121503.828125,122417.796875,113782.6640625,115616.3046875,129295.2265625,111233.5703125,114372.4296875,127491.34375,120912.65625,129493.390625,123575.9140625,110384.125
Naa20,75263.8359375,59700.44921875,64372.234375,34800.87109375,0.0,57912.6328125,39144.79296875,48893.93359375,62253.4609375,64148.57421875,49144.26171875,39219.609375,29787.962890625,51098.48046875,77019.3828125,58612.79296875
Naa25,305214.96875,326319.46875,284829.40625,135155.71875,178700.125,211292.578125,198082.3125,193634.40625,234904.78125,269624.8125,259657.390625,225812.53125,237943.828125,235494.640625,239702.59375,264325.21875
Naa30,48265.25,70847.0390625,68080.4921875,28156.80078125,63989.97265625,69751.0625,37574.5703125,48468.3046875,63002.9765625,41835.22265625,42209.69921875,53373.8671875,42468.2890625,45930.98828125,50035.29296875,48023.734375
Naa35,145628.390625,178872.59375,128215.7890625,0.0,75919.5703125,133265.84375,113861.515625,145334.4375,117215.1171875,141467.1875,120466.7734375,120698.8828125,137704.90625,127669.390625,139204.5,122193.4765625
